('stone cutter', 26),0
('mid yaletown vintage', 26),0
('green strike', 26),0
('open brown', 26),0
('jewel', 26),0
('foggy italy', 25),0
('black sopra', 25),0
('porto brown', 25),0
('blue smoke', 25),0
('scuba', 25),0
('true khakis beige', 25),0
('bikini red', 25),0
('tomato', 25),0
('club blue', 25),0
('grey pearl', 25),0
('light indigo', 25),0
('grizzly', 25),0
('antique mahogany', 25),0
('flash green', 25),0
('sunset', 25),0
('pink rouge', 25),0
('grey coated italy', 25),0
('resin blue', 25),0
('grey soho comfort', 25),0
('toffee leather', 25),0
('stone coated italy', 25),0
('tortoise shell', 25),0
('checkerboard', 25),0
('new tan', 25),0
('cherry tomato', 25),0
('dark orange', 25),0
('rinse brushed williamsburg', 25),0
('deep yaletown', 25),0
('dark stone', 25),0
('pink knockout', 25),0
('saddle brown', 25),0
('burnt orange', 25),0
('black twill', 25),0
('tnf white', 25),0
('light sapphire', 25),0
('heather', 25),0
('blue sky', 25),0
('wisteria', 25),0
('bold berry', 25),0
('cocoa brown', 25),0
('military', 24),0
('mid grey heather', 24),0
('lavender mist', 24),0
('buffalo leather', 24),0
('coffee bean', 24),0
('chili burnished calf', 24),0
('black bison', 24),0
('brown vintage', 24),0
('deep tonal cooper', 24),0
('horizon', 24),0
('indigo blast', 24),0
('rhodium', 24),0
('red earth', 24),0
('airforce', 24),0
('new purple', 24),0
('pomegranate', 24),0
('los angeles dark', 24),0
('cool blue', 24),0
('mushroom suede', 24),0
('sulphur spring', 24),0
('light gold', 24),0
('t d moro brown', 24),0
('suede', 24),0
('medium green', 24),0
('tan mad dog', 24),0
('wednesday stone', 24),0
('evolution tan', 24),0
('peony rose', 24),0
('17 year monarch', 24),0
('green spray', 24),0
('palladium', 24),0
('black moncay', 24),0
('clover', 24),0
('bison', 24),0
('ironstone canvas', 24),0
('ironstone suede', 24),0
('amber harness leather', 24),0
('cocoa leather', 24),0
('black raven', 24),0
('spice gold', 23),0
('pale aster', 23),0
('oxide denim', 23),0
('new white', 23),0
('vicuna', 23),0
('sisal', 23),0
('flash red', 23),0
('lander blue', 23),0
('dusk blue', 23),0
('light navy', 23),0
('graham slacker', 23),0
('white patent', 23),0
('used yaletown vintage', 23),0
('yellow floral', 23),0
('houndstooth', 23),0
('mulberry', 23),0
('lt blue', 23),0
('electric purple', 23),0
('hashbrown', 23),0
('milk', 23),0
('nevis', 23),0
('rust leather', 23),0
('red orange', 23),0
('sail red', 23),0
('dark charcoal', 23),0
('night sky', 23),0
('classic blue', 23),0
('medium beige', 23),0
('tobacco nubuck', 23),0
('brown oiled', 23),0
('grey stonehenge', 23),0
('bluebird', 23),0
('converse navy', 23),0
('tokyo red', 23),0
('glisten', 23),0
('shocking orange', 23),0
('dusk royal suede', 23),0
('burch', 22),0
('bryte bubblegum', 22),0
('dark grey leather', 22),0
('random extreme vintage', 22),0
('new classic check', 22),0
('deep carnival', 22),0
('light bone', 22),0
('medieval blue', 22),0
('team orange', 22),0
('blueberry', 22),0
('taupe distressed', 22),0
('dark pier', 22),0
('blue- placid', 22),0
('antique cream', 22),0
('sport', 22),0
('blackberry', 22),0
('sequoia brown', 22),0
('olive green', 22),0
('ice pink', 22),0
('stone crazy horse', 22),0
('shiny pewter', 22),0
('snorkel', 22),0
('ironstone', 22),0
('bright cobalt', 22),0
('navy floral', 22),0
('switch', 22),0
('industria', 22),0
('windsor wine', 22),0
('merlot burnished calf', 22),0
('blue pastel', 22),0
('junebug', 22),0
('metal', 22),0
('heather steel', 22),0
('tarmac', 22),0
('turq', 22),0
('caswell', 22),0
('jetty', 22),0
('silver metallic smooth', 22),0
('olive nubuck', 22),0
('racer blue', 21),0
('blake blue', 21),0
('saddle tan milled', 21),0
('bright pink', 21),0
('black fabric', 21),0
('ash grey', 21),0
('putting green', 21),0
('whisper white', 21),0
('brown calf', 21),0
('parma black', 21),0
('mature blue', 21),0
('deep rinse yaletown', 21),0
('grey silk', 21),0
('tan kelp', 21),0
('cocoa gg print', 21),0
('sandy', 21),0
('dayglo yellow', 21),0
('grey shade', 21),0
('confections print', 21),0
('white pine', 21),0
('periblue', 21),0
('khaki canvas', 21),0
('aquatic', 21),0
('pale yellow', 21),0
('sunflower', 21),0
('blue marine', 21),0
('rinse gala', 21),0
('blue fairy', 21),0
('pebble', 21),0
('bone white', 21),0
('cappuccino', 21),0
('blue black', 21),0
('power orange', 21),0
('honey maple', 21),0
('capri breeze', 21),0
('new wheat', 21),0
('persian rose', 21),0
('black rinse', 21),0
('papaya leather', 21),0
('mid cooper', 21),0
('blue mist', 21),0
('loden', 21),0
('cinnamon', 21),0
('black herringbone', 21),0
('cardinal', 21),0
('mariner', 21),0
('andover heather', 21),0
('yellow multi', 21),0
('deep pewter', 21),0
('black matte leather', 21),0
('espresso suede', 21),0
('dark bitter chocolate', 21),0
('ballpoint blue', 20),0
('ivy heather', 20),0
('mason', 20),0
('sulphur', 20),0
('cinnamon suede', 20),0
('dark bark', 20),0
('monday true blue', 20),0
('new navy leather', 20),0
('steelhead', 20),0
('current', 20),0
('streaky grey', 20),0
('black handwash', 20),0
('multi color', 20),0
('wasabi', 20),0
('chico brown', 20),0
('black 1', 20),0
('light denim', 20),0
('triumph', 20),0
('antique brown', 20),0
('sulfur medium beige', 20),0
('bright navy', 20),0
('collegiate royal', 20),0
('adriatic blue', 20),0
('thunder brown', 20),0
('bright yellow', 20),0
('mauve', 20),0
('ochre', 20),0
('pink tan', 20),0
('mid cashmere', 20),0
('core white', 20),0
('vermillion', 20),0
('ivory multi', 20),0
('rinse white edge', 20),0
('adobe clay', 20),0
('mid tan', 20),0
('new york dark', 20),0
('grenadine', 20),0
('rugby royal', 20),0
('gum brown', 20),0
('blacksmith', 20),0
('natural burlap', 20),0
('flint suede', 20),0
('meteorite', 20),0
('china tea', 20),0
('baby pink', 20),0
('redwood steer', 20),0
('oxford blue', 20),0
('navy print', 20),0
('pink glo', 20),0
('burnished walnut leather', 20),0
('electric green', 20),0
('honeysuckle', 20),0
('medium red', 20),0
('moonbeam', 20),0
('fern green', 20),0
('melon', 20),0
('gold glitter', 20),0
('ocelot', 20),0
('bitter chocolate', 20),0
('grey print', 20),0
('dark brown grain', 20),0
('slight white', 20),0
('nantucket red', 20),0
('fastlane', 20),0
('liberty blue', 20),0
('blazer blue suede', 20),0
('fluorescent', 20),0
('haruko', 20),0
('french navy multi', 19),0
('dusty blue', 19),0
('medium authentic', 19),0
('date', 19),0
('dark grey 2', 19),0
('blackboard', 19),0
('dk coastal wash', 19),0
('burgundy leather', 19),0
('cyan blue', 19),0
('navy fabric', 19),0
('light stone', 19),0
('matte silver', 19),0
('classic white', 19),0
('amethyst', 19),0
('blue cloud', 19),0
('brown tumbled', 19),0
('persian violet', 19),0
('dark festival', 19),0
('mint floral', 19),0
('deep festival', 19),0
('red gore', 19),0
('1 year wash', 19),0
('heather black', 19),0
('red suede', 19),0
('bluewater', 19),0
('deep rooted indigo', 19),0
('beige linen', 19),0
('aegean', 19),0
('brown bark', 19),0
('alpine', 19),0
('sunbeam', 19),0
('steeple grey', 19),0
('black melange', 19),0
('navy eclipse', 19),0
('pirate black', 19),0
('mare', 19),0
('black rustic', 19),0
('coral reef', 19),0
('south robertson', 19),0
('seaport', 19),0
('bright citrus', 19),0
('lido blue', 19),0
('chocolate brown', 19),0
('soft pink', 19),0
('sulfur navy', 19),0
('dark brown tumbled', 19),0
('silver glitter', 19),0
('java fabric', 19),0
('thunder black', 19),0
('dark rinse', 19),0
('oak leather', 19),0
('pink nectar', 19),0
('0842q', 19),0
('paper bark', 19),0
('sulfur night shade', 19),0
('oxide grey', 19),0
('coral apple', 19),0
('cloud pink', 19),0
('rustic', 19),0
('kona coffee', 19),0
('sport fuchsia', 19),0
('5 year wash', 19),0
('relentless', 19),0
('medium amethyst', 19),0
('blue plaid', 19),0
('red ochre', 19),0
('wild', 19),0
('h.steel', 18),0
('lion', 18),0
('dynasty green', 18),0
('medium pink', 18),0
('gunmetal grey', 18),0
('pale pink', 18),0
('fog', 18),0
('strong blue', 18),0
('field wash', 18),0
('twig', 18),0
('olive suede', 18),0
('pink peony bud', 18),0
('tan calf', 18),0
('purple flash', 18),0
('tnf red', 18),0
('black baby glitter', 18),0
('blue iris', 18),0
('opal', 18),0
('pecan shark', 18),0
('antique brown oiled', 18),0
('black raw selvedge', 18),0
('richman', 18),0
('coastal seaport', 18),0
('iron oxide', 18),0
('medium worn', 18),0
('kiwi', 18),0
('vintage blue', 18),0
('poinciana', 18),0
('orchid', 18),0
('blue claudia suede', 18),0
('poseidon blue', 18),0
('hcl bronze', 18),0
('stealth', 18),0
('friday light grey', 18),0
('silver stream', 18),0
('tangerine', 18),0
('whisky', 18),0
('barely pink', 18),0
('tmoro brown', 18),0
('seaglass', 18),0
('portofino pink', 18),0
('moro brown', 18),0
('black smooth leather', 18),0
('polished black', 18),0
('warm grey leather', 18),0
('mineral blue', 18),0
('0836x', 18),0
('rosin', 18),0
('whitecap grey', 18),0
('ripped italy', 18),0
('atlantic', 18),0
('blue stream', 18),0
('smokey blue', 18),0
('satoru', 18),0
('daring red', 18),0
('gold metallic', 18),0
('alabama', 18),0
('partridge', 18),0
('pinky lilac', 18),0
('evergreen', 18),0
('port', 18),0
('grey chambray', 18),0
('blue topaz', 18),0
('georgia', 18),0
('marina blue', 18),0
('black micro suede', 18),0
('unwashed', 18),0
('ivory print', 18),0
('grey frost', 18),0
('admiral', 17),0
('chino', 17),0
('midnight austin', 17),0
('radius', 17),0
('circuit brown', 17),0
('shadow', 17),0
('polo black', 17),0
('blue mid', 17),0
('phantom black', 17),0
('dark pewter', 17),0
('canvas', 17),0
('north atlantic', 17),0
('blue illusion', 17),0
('dusty olive', 17),0
('dirty', 17),0
('blue overdye', 17),0
('old yellow', 17),0
('bay harbor', 17),0
('knight', 17),0
